Y	X	Z
3505.24	-73.18	-114.03
3592.85	-80.72	-127.78
3681.57	-87.75	-141.16
3769.34	-95.04	-154.02
3857.97	-103.59	-167.07
3945.63	-112.33	-179.74
4034.25	-121.18	-192.73
4122.69	-130.3	-206.65
4210.04	-139.15	-221.26
4298.5	-147.54	-235.57
4386.2	-155.42	-248.51
4475.04	-162.95	-260.75
4562.98	-169.97	-272.49
4651.77	-177.03	-285.39
4739.35	-184.26	-299.49
4827.82	-192.44	-313.85
4915.37	-201.22	-327.24
5004.1	-209.9	-339.54
5092.9	-218.93	-351.05
5180.41	-229.1	-363.65
5267.53	-240.24	-378.04
5355.53	-251.93	-392.87
5443.6	-263.74	-407.14
5530.79	-275.41	-420.64
5618.2	-286.45	-433.24
5706.8	-296.95	-445.07
5795.56	-306.83	-456.19
5883.44	-315.31	-467.42
5972.32	-322.9	-479.39
6060.13	-330.31	-491.82
6148	-337.4	-504.07
6236.93	-344.39	-515.94
6325.54	-352.52	-529.46
6412.92	-361.13	-543.97
6501.4	-369.54	-558.15
6588.95	-377.75	-571.89
6677.47	-386.15	-585.81
6765	-394.55	-599.52
6853.54	-402.91	-613.33
6941.1	-411.01	-627.12
7029.66	-419.1	-640.95
7117.33	-426.85	-654.15
7206.12	-434	-667.03
7293.64	-441.39	-681.36
7381.77	-449.44	-697.74
7470.06	-457.49	-713.17
7557.63	-465.38	-726.98
7646.33	-472.83	-740.26
7734.28	-479.35	-752.22
7823.29	-486.16	-763.67
7912.04	-494.31	-776.18
7999.7	-502.67	-789.12
8087.42	-511	-801.64
8176.18	-519.31	-813.98
8265.03	-527.07	-826.04
8352.69	-535.44	-838.94
8441.09	-544.75	-853.03
8528.61	-553.75	-866.44
8617.27	-562.46	-879.22
8705.13	-570.25	-891.11
8794.13	-577.3	-902.44
8882.28	-583.66	-912.96
8971.5	-589.68	-923.1
9059.79	-595.44	-932.79
9149.09	-601.12	-942.4
9237.43	-606.68	-951.71
9326.81	-612.12	-960.7
9416.26	-617.36	-969.21
9504.74	-622.45	-977.34
9594.35	-626.89	-984.3
9683.15	-630.31	-989.13
9773.05	-632.84	-992.55
9862.02	-633.86	-994.43
9929.02	-633.86	-995.19
9977.02	-633.57	-995.75
10021.84	-630.11	-996.61
10065.67	-620.21	-997.86
10107.63	-604.06	-998.21
10147.48	-585.42	-997.48
10187.45	-564.75	-997.42
10226.28	-542.06	-998.62
10263.72	-517.16	-1000.28
10297.87	-489.54	-1002.43
10329.29	-457.62	-1006.4
10356.27	-422.12	-1012.24
10378	-383.23	-1018.28
10395.11	-343.05	-1023.55
10410.15	-300.89	-1028.18
10421.82	-257.6	-1031.75
10428.37	-213.21	-1034.67
10429.36	-199.27	-1035.41
10432.09	-150.38	-1037.23

Y	X	Z
0	0	0
141	-0.08	0.11
234	-0.43	0.24
331	-1	0.5
426	-1.29	0.99
518.99	-1.48	1.72
612.99	-1.76	2.5
707.99	-2.22	3.1
801.98	-2.74	3.61
895.98	-2.77	4.51
989.97	-2.37	4.89
1083.97	-1.76	4.1
1177.96	-1	3.1
1270.96	-0.35	2.37
1364.95	0	1.85
1458.95	0.03	1.32
1552.95	-0.04	0.93
1641.95	-0.05	0.79
1731.95	0.06	0.76
1821.95	0.23	0.57
1910.95	0.21	0.19
2000.95	-0.25	-0.24
2087.94	-0.92	-0.81
2132.94	-1.31	-1.01
2176.94	-1.73	-0.85
2221.94	-2.1	-0.74
2266.93	-2.33	-1.35
2311.91	-2.69	-2.74
2356.84	-3.38	-5.09
2400.72	-4.31	-8.13
2445.56	-5.48	-11.8
2490.36	-6.7	-15.88
2535.13	-7.97	-20.17
2578.86	-9.34	-24.88
2623.51	-10.86	-30.23
2668.13	-12.33	-35.89
2712.69	-13.76	-42.03
2757.16	-15.36	-48.71
2801.54	-17.25	-55.9
2844.83	-19.34	-63.48
2889.01	-21.62	-71.72
2933.07	-24.05	-80.53
2977.04	-26.8	-89.71
3020.91	-30.01	-99.2
3087.89	-35.25	-114.94
3131.42	-38.68	-125.81
3174.9	-42.38	-136.79
3218.29	-46.39	-148.01
3261.57	-50.61	-159.6
3347.05	-58.17	-183.2
3433.42	-65.06	-207.55
3518.93	-71.99	-231.24
3605.59	-79.89	-254.18
3692.34	-88.8	-276.45
3778.22	-97.23	-298.22
3865.18	-105.4	-319.93
3951.01	-113.2	-342.15
4037.33	-121.93	-366.04
4122.75	-131.53	-389.1
4209.19	-141.48	-412.1
4295.56	-151.11	-435.49
4381.29	-159.39	-457.91
4468.13	-167.51	-480.14
4553.68	-176.16	-503.08
4639.72	-185.78	-527.67
4724.46	-197.08	-552.4
4810.53	-209.21	-575.72
4896.04	-219.33	-598.21
4982.34	-228.27	-622.11
5067.89	-236.31	-645.31
5154.05	-244.86	-669.83
5239.43	-255.51	-696.25
5323.83	-266.86	-722.11
5409.56	-278.38	-746.96
5494.73	-289.35	-770.31
5580.31	-297.96	-793.15
5666.91	-304.52	-816.76
5753.41	-311.07	-840.74
5839.05	-318.58	-863.75
5925.65	-327.74	-886.5
6011.66	-336.12	-907.76
6098.98	-343.82	-928.16
6185.15	-351.7	-948.95
6271.78	-359.19	-972.15
6356.93	-366.94	-996.84
6442.87	-374.02	-1022.62
6527.56	-380.04	-1049.31
6589.26	-385.02	-1069.13
6673.49	-394.12	-1096.37
6758.66	-404.8	-1123.46
6843.03	-415.24	-1149.78
6928.48	-426.52	-1175.66
7013.32	-437.82	-1200.07
7099.66	-447.65	-1223.49
7185.45	-456.31	-1245.53
7272.36	-465.01	-1267.22
7358.39	-473.71	-1288.33
7445.5	-482.5	-1309.15
7532.61	-490.82	-1330.17
7618.73	-498.49	-1351.28
7706.09	-505.34	-1371.79
7792.85	-511.03	-1390.83
7880.52	-516.59	-1410.36
7967.26	-523.27	-1433.37
8056.11	-531.34	-1459.64
8142.14	-539.21	-1484.87
8227.21	-547.26	-1509.77
8313.19	-555.88	-1534.93
8398.38	-564.07	-1559.34
8484.89	-571.82	-1582.91
8571.61	-579.16	-1605.86
8657.67	-585.76	-1627.55
8744.12	-592.06	-1647.73
8831.43	-598.71	-1668.51
8917.28	-605.73	-1690.89
9003.76	-613.05	-1714.74
9089.36	-620.17	-1738.04
9175.52	-627.94	-1762.83
9260.27	-636.37	-1788.65
9346.14	-644.88	-1814.25
9432.19	-652.86	-1839.36
9517.5	-660.29	-1863.63
9604.17	-667.12	-1886.86
9691.01	-673.41	-1909.68
9777.13	-679	-1931.42
9863.63	-684.05	-1951.72
9885.03	-685.34	-1956.67
9964.64	-686.67	-1976.17
10007.29	-682.22	-1989.61
10048.6	-673.58	-2005.22
10088.97	-663.86	-2019.75
10130.43	-652.57	-2033.11
10171.54	-638.58	-2044.87
10211.98	-621.13	-2053.98
10250.45	-600.81	-2060.41
10287.9	-576.56	-2066.16
10322.21	-548.09	-2071.99
10352.49	-515.32	-2077.63
10377.58	-479.55	-2082.51
10398.39	-439.92	-2086.85
10414.47	-398.19	-2091.61
10425.61	-354.99	-2097.31
10432.02	-311.87	-2103.16
10435.37	-267.26	-2107.97
10436.77	-234.39	-2110.51
10438.37	-175.53	-2114.15

Y	X	Z
0	0	0
141	-0.05	-0.51
234	-0.09	-1.23
330.99	-0.24	-1.91
425.99	-0.62	-2.42
518.99	-1.21	-2.96
612.98	-1.9	-3.47
707.98	-2.59	-4.08
801.97	-3.14	-4.87
895.97	-3.13	-5.62
989.97	-2.63	-6.49
1083.96	-2.22	-7.23
1177.96	-1.98	-7.07
1270.96	-1.73	-6.28
1364.95	-1.52	-5.57
1458.95	-1.19	-4.71
1552.94	-0.53	-3.63
1641.93	0.03	-2.55
1731.93	0.55	-1.7
1821.92	1.14	-1.09
1910.92	1.65	-0.46
2000.92	2.06	0.06
2099.91	2.53	0.72
2125.91	2.69	0.95
2169.91	2.92	1.43
2214.9	3.12	1.96
2259.9	3.3	2.51
2304.9	3.33	2.98
2349.9	3.09	3.25
2393.9	2.79	3.33
2438.89	2.31	3.28
2483.88	1.49	2.88
2528.86	0.41	1.9
2573.81	-0.95	0.34
2617.73	-2.58	-1.77
2662.61	-4.39	-4.43
2707.47	-6.14	-7.52
2752.29	-7.86	-11.14
2797.06	-9.62	-15.34
2841.78	-11.45	-20.04
2885.46	-13.22	-25.01
2930.09	-15.11	-30.45
2974.67	-17.15	-36.23
3019.2	-19.33	-42.39
3063.67	-21.72	-48.82
3108.09	-24.27	-55.56
3151.46	-26.84	-62.49
3195.78	-29.59	-69.82
3239.97	-32.74	-77.68
3284.11	-36.07	-85.81
3327.26	-39.33	-93.75
3371.32	-42.83	-102.19
3415.33	-46.37	-110.89
3459.29	-50.03	-119.79
3503.2	-53.87	-128.85
3546.09	-57.75	-137.88
3589.91	-61.8	-147.3
3633.66	-66.01	-156.92
3677.34	-70.43	-166.82
3720.93	-75.01	-177
3763.49	-79.55	-187.2
3807.01	-84.23	-197.64
3850.52	-89.16	-208.01
3894	-94.32	-218.39
3936.51	-99.48	-228.53
4023.35	-109.92	-249.73
4110.03	-119.98	-271.74
4195.79	-129.59	-293.52
4281.66	-138.87	-314.99
4368.59	-148.17	-336.37
4455.46	-157.74	-357.88
4540.98	-167.41	-380.51
4627.46	-176.91	-403.56
4713.22	-186.04	-425.52
4799.85	-195.36	-448.09
4885.51	-204.47	-470.44
4972.06	-214	-493.2
5058.68	-223.64	-515.65
5144.66	-232.48	-536.86
5230.14	-241.47	-559.92
5315.87	-251.5	-585.41
5401.67	-261.94	-610.51
5486.69	-272.43	-634.64
5572.08	-282.7	-657.52
5658.75	-292.95	-679.51
5745.16	-303.93	-702.15
5830.64	-314.96	-724.34
5917.22	-325.9	-746.32
6003.34	-335.66	-766.54
6089.97	-344.04	-785.12
6177.18	-351.92	-805.89
6263.73	-360.06	-829.17
6348.84	-369.44	-853.46
6434.98	-379.78	-877.37
6520.11	-390.55	-900.98
6605.74	-401.9	-926.25
6690.32	-413.43	-951.45
6775.89	-425.45	-976.6
6860.54	-437.62	-1001.23
6946	-450.39	-1026.41
7030.44	-463.1	-1051.51
7115.89	-475.73	-1076.76
7200.46	-488.06	-1101.62
7286.09	-499.78	-1126.69
7372.01	-510.24	-1151.38
7457.26	-519.71	-1175.1
7543.82	-528.64	-1198.09
7629.76	-537.04	-1219.63
7716.8	-544.86	-1241.13
7803.79	-551.9	-1263.1
7889.48	-559.98	-1285.74
7975	-569.47	-1308.49
8061.58	-579.21	-1331.06
8148.17	-588.89	-1353.61
8233.95	-598.12	-1375.47
8320.78	-607.45	-1397.22
8406.8	-616.65	-1418.13
8494.08	-625.63	-1438.14
8580.68	-634.26	-1456.77
8668.57	-642.44	-1474.34
8755.85	-649.73	-1490.16
8844.49	-656.04	-1504.38
8932.39	-661.49	-1517.22
9021.36	-666.87	-1529.67
9109.38	-672.08	-1541.76
9198.41	-677.27	-1553.91
9287.54	-681.9	-1565.44
9331.18	-683.77	-1570.79
9375.85	-685.35	-1575.96
9420.58	-686.6	-1580.74
9465.36	-687.63	-1585.08
9510.18	-688.45	-1588.95
9554.05	-688.97	-1592.28
9598.96	-689.2	-1595.09
9643.91	-689.15	-1597.3
9687.87	-688.93	-1599.06
9732.85	-688.76	-1600.58
9822.83	-688.68	-1602.36
9912.82	-688.71	-1603.34
9975.82	-688.66	-1604.01
10027.81	-688.01	-1604.44
10072.66	-684.57	-1604.3
10116.88	-676.41	-1603.57
10159.97	-663.56	-1602.53
10201.45	-646.19	-1601.51
10239.92	-624.91	-1600.64
10276.68	-599.02	-1599.33
10310.74	-569.72	-1596.95
10343.33	-538.84	-1593.87
10373.84	-507.31	-1590.86
10401.64	-472.06	-1588.15
10425.26	-433.83	-1586.25
10446.38	-394.11	-1585.06
10465.49	-353.41	-1583.6
10481.38	-312.44	-1581.54
10494.04	-269.32	-1579.69
10501.4	-225.98	-1579.24
10504.01	-185.08	-1580.22

Y	X	Z
0	0	0
141	0.24	0.1
234	0.61	0.32
331	1	0.86
425.99	1.31	1.55
518.99	1.66	2.1
612.99	2.24	2.35
707.98	3.14	2.51
801.98	4.29	2.73
895.96	5.95	2.86
989.95	7.2	2.97
1083.95	7.34	3.08
1177.95	6.86	3.31
1270.95	5.89	3.35
1364.94	4.8	3.17
1458.93	3.68	3.02
1552.92	2.4	2.61
1641.91	1.09	1.65
1731.89	-0.42	0.46
1821.87	-2.14	-0.39
1910.85	-3.88	-1.15
2000.82	-5.83	-2.11
2080.79	-7.79	-2.89
2170.74	-10.64	-3.62
2259.67	-14.18	-4.25
2349.6	-17.78	-4.6
2394.57	-19.47	-4.5
2439.53	-21.18	-3.84
2484.47	-23.1	-2.62
2528.39	-25.15	-0.9
2573.28	-27.34	1.37
2618.13	-29.62	4.21
2662.92	-32.01	7.75
2707.65	-34.65	11.94
2751.32	-37.47	16.56
2795.97	-40.38	21.36
2840.62	-43.13	26.21
2885.23	-45.95	31.42
2929.77	-49.01	37.04
2973.27	-52.16	42.81
3017.74	-55.47	48.86
3062.22	-58.74	54.89
3106.7	-61.97	60.87
3151.17	-65.33	66.92
3195.61	-68.78	73.04
3239.05	-72.33	79.11
3283.43	-76.21	85.46
3327.74	-80.39	92.06
3371.99	-84.86	98.95
3415.19	-89.56	105.84
3459.29	-94.79	113.14
3503.27	-100.29	120.91
3591.13	-111.27	137.03
3678.13	-121.76	152.57
3766.26	-131.98	167.67
3853.68	-141.42	181.48
3942.11	-150.8	195.34
4029.48	-160.24	209.4
4117.73	-170.26	223.91
4204.75	-180.91	239.24
4292.76	-191.67	254.69
4381.05	-201.46	269.13
4468.44	-210.06	283.63
4556.46	-219.04	300.09
4643.33	-228.54	316.94
4731.46	-237.65	332.8
4818.93	-245.84	347.03
4907.49	-254.77	360.32
4995.03	-264.65	372.93
5083.71	-274.01	385.11
5171.28	-283.52	397.81
5259.59	-293.59	411.99
5346.84	-303.67	426.32
5435	-314.73	440.67
5523.14	-326.03	454.93
5610.45	-336.63	468.54
5697.94	-346.26	481.72
5786.57	-355.07	494.65
5875.38	-363.63	506.45
5963.25	-372.75	517.3
6052.22	-382.02	527.16
6140.24	-391.11	536.72
6228.04	-400.62	547.76
6316.56	-410.71	560.48
6404.95	-421.07	573.85
6492.5	-430.75	586.65
6580.84	-440.91	600.5
6667.84	-451.97	615.63
6755.75	-463.23	631.26
6842.7	-474.48	646.61
6929.55	-486.21	662.1
7017.44	-497.95	677.47
7105.55	-509.23	691.96
7192.71	-520.26	706.21
7280.81	-530.98	721.14
7368.92	-541.29	736.33
7456.08	-551.66	751.06
7544.31	-562.25	765.29
7631.65	-572.55	778.93
7720.29	-582.15	791.17
7808.39	-590.23	800.91
7897.64	-597.58	809.85
7986.16	-603.59	816.71
8075.96	-607.59	821.26
8165.87	-609.92	824.38
8254.85	-611.14	825.65
8344.85	-611.23	825.45
8433.84	-610.47	824.63
8523.83	-609.6	823.96
8612.83	-608.7	823.36
8701.82	-607.85	822.78
8791.82	-607.1	822.43
8881.82	-606.57	822.32
8970.81	-606.16	822.15
9060.81	-605.14	821.52
9149.78	-603.33	820.42
9239.75	-601.32	819.42
9329.73	-599.37	818.62
9418.7	-597.5	817.94
9507.68	-595.64	816.94
9597.64	-593.67	815.2
9687.6	-591.73	813.43
9776.57	-589.95	812.11
9866.55	-588.2	811.11
9955.53	-586.49	810.28
9998.52	-585.74	809.92
10045.51	-584.82	809.56
10089.42	-582.11	809.03
10133.98	-576.04	807.85
10177.99	-566.92	805.88
10221.2	-554.57	803.7
10244.76	-546.3	802.45
10286.01	-528.63	799.42
10325.23	-507.03	795.16
10360.97	-481.86	790.36
10394.2	-451.98	785.32
10423.17	-418.09	779.56
10447.34	-380.78	772.71
10467.22	-341.19	764.94
10482.07	-300.66	756.56
10492.78	-257.87	747.69
10499.31	-214.09	739.78
10502.22	-169.58	733.83
10503.13	-133.81	729.91
10503.86	-60.32	721.31
10503.86	31.93	709.52
10502.92	123.09	697.16
10501.51	214.16	684.18
10500.13	304.24	671.32
10498.73	395.15	657.3
10498.73	485.7	641.1
10499.82	576.97	623.29
10500.64	668.08	604.63
10501.04	757.07	585.61
10501.58	847.03	566.38
10501.89	939.95	546.61
10501.91	1033.11	528.01
10502.77	1125.52	510.84
10502.9	1218.9	493.39
10503.86	1311.3	476.17
10506.26	1404.64	458.63
10507.8	1497.02	441.31
10507.61	1590.44	424.11
10507.28	1683.1	408.28
10508.41	1775.87	393.16
10508.8	1869.56	377.51
10509.48	1963.25	361.8
10511.64	2055.91	346.13
10513.23	2148.49	329.96
10513.93	2241.92	312.75
10514.68	2335.24	295.01
10516.04	2428.61	277.51
10517.08	2520.95	259.97
10516.41	2614.19	241.77
10515.25	2706.46	223.86
10513.58	2799.49	204.73
10510.05	2891.47	185.69
10506.08	2983.93	169.23
10504.98	3077.83	154.99
10505.07	3171.89	141.68
10504.17	3266.02	128.88
10504.24	3359.26	116.96
10506.14	3452.67	106.61
10508.9	3547.14	97.01
10510.14	3641.57	86.71
10510.77	3735.82	74.82
10512.8	3829.76	60.85
10515.22	3923.54	45.9
10516.48	4016.36	31.09
10516.53	4109.08	15.66
10517.13	4202.72	-0.35
10517.64	4295.37	-16.2
10517.67	4388.93	-32.66
10519.5	4482.47	-49.18
10521.86	4575.93	-66
10523.08	4678.15	-85.12
10522.95	4730.22	-95.02

Y	X	Z
0	0	0
141	0.14	0.46
234	0.36	0.91
331	0.76	1.19
425.99	1.21	1.5
518.99	1.6	1.99
612.99	2.36	2.44
707.98	3.63	2.55
801.97	4.85	2.28
895.96	5.9	1.96
989.96	6.46	1.3
1083.95	6.08	0.06
1177.93	4.86	-1.47
1270.9	3.07	-3.18
1364.88	1.65	-4.55
1458.87	0.83	-5.41
1552.85	-0.61	-5.92
1641.83	-2.5	-5.72
1731.81	-4.25	-4.75
1821.79	-5.95	-3.55
1910.76	-7.76	-2.57
2000.75	-9.08	-1.89
2114.74	-10.06	-1.14
2181.73	-10.89	-0.4
2226.72	-11.6	0.4
2271.7	-12.4	1.48
2316.67	-13.31	2.85
2361.63	-14.29	4.58
2405.57	-15.22	6.66
2450.48	-16.21	9.21
2495.37	-17.41	12.1
2540.24	-18.85	15.32
2585.07	-20.54	18.83
2629.87	-22.45	22.59
2673.65	-24.41	26.54
2718.38	-26.48	30.96
2763.08	-28.62	35.75
2807.74	-30.67	40.88
2852.37	-32.56	46.28
2895.98	-34.29	51.85
2940.54	-36.1	57.83
2985.09	-38.03	63.91
3029.62	-39.97	70.09
3074.12	-41.9	76.51
3118.59	-43.93	83.12
3162.03	-46.04	89.75
3206.42	-48.27	96.82
3250.77	-50.64	104.07
3295.11	-53.09	111.35
3338.44	-55.44	118.61
3382.72	-57.75	126.27
3426.98	-59.88	134.13
3471.2	-62.15	142.16
3515.37	-64.85	150.32
3558.51	-67.81	158.45
3602.57	-71.09	167
3646.59	-74.43	175.71
3690.56	-77.81	184.67
3734.43	-81.38	194.04
3777.24	-84.98	203.55
3820.98	-88.62	213.47
3864.72	-92.14	223.45
3908.45	-95.53	233.5
3951.16	-98.84	243.55
3994.77	-102.36	254.08
4038.29	-106.23	264.83
4125.24	-114.51	286.55
4211.4	-122.4	307.4
4298.57	-130.16	328.4
4384.91	-137.49	348.71
4472.4	-144.47	368.65
4558.75	-151.43	389.03
4645.79	-159.02	410.63
4731.52	-167.31	433.02
4818.29	-175.64	455.42
4904.49	-183.36	476.19
4991.59	-191.6	497.27
5078.64	-200	518.53
5164.92	-207.88	538.9
5251.15	-215.45	559.6
5338.29	-222.58	580.94
5425.47	-229.3	602.25
5511.62	-235.44	623.73
5597.95	-240.99	644.65
5685.33	-247.06	665.34
5772.7	-253.37	685.96
5859.18	-259.52	706.09
5946.44	-266.61	726.95
6033.01	-273.52	746.37
6119.97	-279.48	764.36
6207.95	-285.12	782.47
6295.81	-291.13	801.03
6382.21	-298.41	821.1
6469.18	-306.72	842.71
6555.06	-315.14	864.49
6641.77	-323.64	887.07
6727.42	-331.83	909.83
6814.29	-339.58	932.02
6900.44	-346.86	953.13
6987.48	-354.04	974.86
7073.53	-361.04	996.48
7160.58	-368.23	1018.18
7246.58	-374.99	1040.07
7333.61	-381.86	1061.95
7420.78	-389.04	1083.15
7507.05	-395.81	1103.98
7594.34	-402.41	1124.88
7680.78	-408.87	1145.06
7768.51	-414.92	1164.19
7856.38	-421.03	1182.65
7943.1	-428.11	1201.39
8030.38	-436.73	1221.59
8116.37	-446.05	1242.53
8203.33	-455.36	1263.78
8289.34	-464.64	1284.71
8376.36	-474	1305.66
8462.54	-483.14	1325.93
8549.79	-492.26	1346.02
8636.27	-500.8	1365.23
8724.09	-508.75	1383.26
8811.23	-516.04	1399.84
8899.58	-522.94	1415.49
8987.07	-529.6	1430.44
9075.53	-536.26	1445.59
9163.02	-542.87	1460.55
9251.62	-549.12	1475.05
9296.01	-551.84	1481.93
9340.45	-554.24	1488.55
9383.97	-556.33	1494.72
9428.51	-558.22	1500.83
9473.11	-559.74	1506.65
9517.78	-561.01	1511.91
9562.51	-562.03	1516.69
9606.3	-562.73	1520.97
9651.12	-563.31	1524.92
9695.98	-563.9	1528.36
9739.89	-564.44	1531.11
9784.84	-564.78	1533.26
9829.82	-564.85	1534.58
9874.82	-564.83	1535.23
9888.82	-564.81	1535.37
9932.81	-564.17	1535.57
9977.56	-560.1	1534.15
10021.33	-550.47	1530.46
10063.6	-535.93	1525.43
10104.9	-518.97	1519.83
10144.58	-500.84	1514.18
10183.41	-478.94	1508.17
10219.72	-453.35	1501.12
10252.15	-424.95	1492.39
10282.88	-393.86	1481.74
10312.18	-361.8	1469.99
10338.45	-327.53	1457.44
10360.33	-290.22	1445.11
10378.67	-251.57	1434.86
10395.07	-210.64	1425.88
10407.39	-168.38	1416.71
10416.01	-125.32	1406.92
10421.4	-84.86	1397.06
10426.2	10.89	1372.44
10427.71	70.9	1356.97
10431.02	160.01	1334.31
10433.3	249.4	1312.7
10434	337.99	1291.9
10433.57	427.44	1270.4
10432.95	516.67	1248.01
10433.01	606.52	1224.04
10433.61	696.14	1199.18
10433.82	783.83	1174.87
10433.37	872.36	1149.85
10432.26	963.56	1123.27
10433.2	1054.79	1096.84
10436.53	1145.08	1070.9
10438.56	1236.59	1045.48
10438.72	1327.83	1022.89
10438.11	1420.44	1001.7
10437.43	1512.02	980.56
10437.78	1604.52	958.9
10439.26	1695.92	936.99
10440.79	1787.39	915.39
10442.47	1880.04	894.44
10442.6	1972.93	874.6
10440.94	2064.98	855.63
10439.47	2156.85	835.78
10437.25	2249.54	815.06
10435.67	2342.21	794.22
10435.66	2434.73	772.67
10435.9	2526.05	750.4
10436.26	2618.17	727.17
10436.67	2709.11	703.39
10437	2800.84	678.69
10437.02	2891.41	653.54
10438.2	2981.79	627.75
10440.44	3073.33	602.43
10440.91	3165.18	578.21
10439.52	3257.06	554.1
10438.45	3348.25	531.3
10437.88	3439.56	509
10438.18	3531.66	485.72
10439.28	3623.61	461.85
10440.09	3715.4	437.38
10440.76	3807.09	412.53
10440.63	3898.66	387.25
10440.45	3989.31	362.38
10441.08	4080.08	337.97
10441.44	4171.73	312.95
10442.06	4261.97	286.67
10442.64	4352.82	258.9
10442.95	4444.33	233.44
10443.22	4536.69	211.18
10442.27	4628.2	189.73
10440.98	4707.9	170.48
10440.4	4759.35	157.76

Y	X	Z
0	0	0
141	-0.24	-0.09
234	-0.49	-0.11
331	-0.86	-0.3
426	-1.22	-0.64
519	-1.25	-0.75
613	-1.09	-0.83
707.99	-0.68	-1.28
801.99	-0.07	-1.71
895.99	0.5	-2.04
989.98	1.3	-2.43
1083.98	2.19	-2.68
1177.98	2.62	-2.97
1270.98	2.47	-3.17
1364.98	2.09	-3.41
1458.97	1.7	-3.92
1552.97	1.09	-4.54
1641.97	0.36	-5.01
1731.96	-0.03	-5
1821.96	0.34	-4.68
1910.96	0.89	-4.44
2000.96	1.16	-4.38
2147.95	2.48	-3.35
2192.94	3.21	-2.67
2237.93	3.85	-1.98
2281.92	4.28	-1.28
2326.91	4.44	-0.54
2371.91	4.25	0.25
2416.89	3.5	1.06
2461.86	2.11	1.74
2505.83	0.3	2.17
2550.77	-1.89	2.47
2595.7	-4.43	2.71
2640.6	-7.34	2.82
2685.49	-10.6	2.82
2729.33	-14.32	2.7
2774.1	-18.82	2.6
2818.8	-24.03	2.59
2863.44	-29.72	2.7
2908.04	-35.63	3.18
2951.63	-41.63	3.98
2996.17	-47.97	4.91
3040.65	-54.67	6.09
3085.09	-61.57	7.56
3129.53	-68.49	9.15
3172.94	-75.48	10.66
3217.32	-82.77	12.17
3261.68	-90.19	13.79
3350.29	-105.47	17.59
3438.9	-120.65	21.83
3526.63	-134.97	26.14
3615.35	-149.36	30.89
3702.93	-164.28	36.14
3791.39	-179.82	41.92
3878.87	-195.18	47.64
3967.44	-210.28	52.85
4055.15	-224.61	57.67
4143.92	-238.75	62.01
4231.65	-253.12	66.29
4320.41	-267.24	71.03
4459.73	-287.72	78.09
4497.27	-293.41	79.65
4585.98	-308.25	82.91
4673.49	-324.06	86.5
4762.05	-339.54	90.49
4849.86	-353.36	94.98
4938.6	-367.64	99.52
5026.13	-383.19	103.7
5114.63	-398.99	107.95
5202.19	-414.33	112.3
5290.75	-429.61	117.23
5379.42	-444.09	122.45
5467.11	-458.37	127.72
5554.83	-472.37	133.11
5643.66	-485.87	138.45
5732.46	-499.69	143.26
5820.36	-513.12	147.03
5909.33	-526.39	149.97
5997.25	-539.85	152.8
6086.09	-553.9	155.98
6174.04	-567.22	158.97
6263.27	-578.64	161.73
6351.65	-588.72	164.44
6440.08	-598.51	166.87
6529.58	-607.83	168.76
6619.19	-615.99	170.23
6707.98	-621.91	171.71
6797.9	-625.33	172.62
6886.89	-626.96	172.6
6976.88	-627.9	172.19
7065.88	-628.69	171.66
7155.87	-629.6	171.26
7244.87	-630.57	170.9
7334.86	-631.48	170.68
7423.86	-632.26	170.65
7513.85	-632.99	170.81
7603.85	-633.67	171.34
7692.84	-634.27	172.19
7782.84	-635.04	173.15
7871.83	-636.07	173.98
7961.82	-637.3	174.65
8050.81	-638.07	174.94
8140.81	-638.23	174.75
8230.81	-638.21	174.47
8319.81	-638.08	174.25
8409.81	-638	174.06
8498.81	-637.83	173.82
8588.81	-637.48	173.52
8677.81	-637.27	173.28
8767.81	-637.33	173.18
8856.81	-637.57	173.18
8946.81	-637.87	173.1
9035.81	-638.08	172.86
9125.8	-638.22	172.31
9214.8	-638.06	171.82
9304.8	-637.43	171.67
9393.8	-636.76	171.51
9483.79	-636.03	171.31
9573.79	-635.19	171.13
9662.79	-634.38	170.94
9752.78	-633.5	170.42
9841.77	-632.71	169.76
9881.77	-632.46	169.53
9909.77	-632.29	169.36
9954.73	-630.56	169.19
9999.28	-624.44	169.19
10042.55	-612.24	169.28
10084.09	-594.98	168.6
10122.93	-574.5	166.21
10161.05	-550.89	162.45
10197.61	-525.05	157.97
10232.07	-496.57	152.95
10263.87	-465.2	147.69
10292.22	-431.93	142.71
10318.11	-395.41	138.26
10340.84	-356.76	134.63
10361.39	-316.89	131.09
10379.08	-276.79	127.29
10394.31	-234.72	122.56
10407.11	-191.85	117.77
10417.42	-148.24	113.75
10422.52	-115.83	110.36
10428.17	-17.77	98.37
10429.02	73.5	86.84
10431.49	165.81	75.8
10435.18	257.15	65.46
10437.68	348.53	55.11
10439.1	438.93	44.76
10439.67	530.25	33.64
10439.37	621.51	21.98
10438.78	713.71	9.84
10438.89	806	-1.61
10439.82	896.39	-12.07
10439.86	987.69	-23.38
10439.25	1081.95	-35.17
10438.65	1176.33	-46
10439.59	1269.81	-55.83
10442.07	1364.27	-65.62
10443.94	1457.67	-76.06
10444.99	1551.98	-87.43
10445.26	1645.24	-99.15
10444.19	1739.44	-111.44
10442.38	1832.74	-122.69
10443.04	1926.26	-132.13
10445.82	2020.78	-141.24
