Y	X	Z
10234.35	-2129	772.76
10234.12	-2158.8	784.41
10233.4	-2188.64	795.95
10232.97	-2246.53	818.12
10233.33	-2276.49	829.35
10233.72	-2336.78	850.82
10233.78	-2367.07	861.15
10234.05	-2427.54	882.1
10234.33	-2457.7	892.8
10234.61	-2518.03	914.17
10234.67	-2548.27	924.64
10233.94	-2608.85	945.26
10232.97	-2639.12	955.6
10230.93	-2698.85	975.52
10229.13	-2788.33	1004.25
10228.12	-2849.34	1023.55
10227.34	-2879.86	1033.14
10226.98	-2910.38	1042.77
10227.12	-2940.91	1052.36
10227.26	-2971.41	1062.04
10227.34	-3001.88	1071.82
10227.56	-3061.86	1091.08
10228.4	-3122.74	1110.8
10229.07	-3153.16	1120.71
10229.4	-3183.61	1130.55
10228.63	-3243.69	1149.49
10227.8	-3274.25	1158.95
10227.18	-3335.51	1177.45
10227.47	-3367.16	1186.79
10227.67	-3397.82	1195.96
10227.67	-3428.47	1205.16
10227.16	-3520.44	1232.66
10226.49	-3612.27	1260.65
10226.32	-3704.75	1289.9
10226.32	-3735.25	1299.6
10225.94	-3795.36	1318.44
10225.04	-3856.46	1337.47
10224.46	-3887	1347.01
10224.46	-3918.49	1356.88
10225.69	-3979.59	1375.91
10226.19	-4010.09	1385.56
10227.03	-4071.08	1404.96
10228.79	-4162.36	1434.62
10229.96	-4253.45	1464.92
10230.07	-4283.84	1474.94
10230.07	-4344.64	1494.93
10230.04	-4374.97	1505.11
10229.77	-4434.63	1525.36
10229.54	-4464.94	1535.62
10228.76	-4525.45	1556.46
10227.98	-4555.66	1566.98
10226.36	-4616.28	1587.44
10225.72	-4646.72	1597.3
10224.49	-4707.61	1616.96
10223.71	-4738.02	1626.9
10222.37	-4798.82	1646.84
10221.84	-4829.24	1656.75
10220.5	-4890.01	1676.79
10219.77	-4920.37	1686.86
10218.38	-4981.14	1706.9
10216.51	-5072.78	1738.63
10216.05	-5101.92	1749.21
10215.72	-5131.97	1760.2
10215.42	-5161.07	1770.88
10215	-5191.12	1781.88
10214.3	-5221.16	1792.87
10213.44	-5251.2	1803.87
10212.11	-5308.46	1824.87
10211.58	-5338.49	1835.9
10210.48	-5407.87	1861.63

Y	X	Z
100.01	0	0
200.01	0	0
300.01	0	0
400.01	0	0
500.01	0	0
600.01	0	0
700.01	0	0
800.01	0	0
900.02	0	0
1000.02	0	0
1100.02	0	0
1200.02	0	0
1300.02	0	0
1400.02	0	0
1500.02	0	0
1600.02	0	0
1700.03	0	0
1800.03	0	0
1900.03	0	0
2000.03	0	0
2100.03	0	0
2200.03	0	0
2300.03	0	0
2400.03	0	0
2473.03	-0.18	0.74
2566.99	-1.03	3.22
2660.95	-2.54	5.59
2756.92	-4.7	6.44
2849.87	-7.6	5.29
2942.82	-10.25	3.56
3037.81	-11	3.29
3129.8	-9.98	4.29
3227.78	-8.55	5.14
3324.78	-7.38	5.3
3418.77	-6.24	5.46
3511.76	-5.02	5.88
3604.75	-3.58	6.63
3697.74	-1.95	7.28
3794.72	-0.03	7.58
3884.7	1.98	7.92
3976.68	3.55	8.29
4073.68	4.37	8.51
4168.68	5.08	8.71
4262.67	5.89	9.1
4354.67	6.64	9.69
4450.66	7.3	10.74
4546.65	7.83	12.23
4639.63	8.07	14.07
4720.62	8.07	15.38
4814.62	7.9	16.19
4940.61	7.69	17.69
5034.6	7.78	19.31
5128.58	7.91	21.27
5222.55	7.8	23.84
5316.51	7.28	26.48
5410.49	6.81	28.29
5504.48	7.02	29.56
5598.47	7.74	30.96
5692.45	8.91	32.48
5787.44	9.83	33.72
5881.44	10.62	34.29
5975.41	12.91	34.72
6069.34	16.38	35.58
6163.3	18.87	36.9
6257.29	19.58	37.97
6351.29	19.82	38.5
6445.28	20.47	38.9
6539.27	21.71	39.38
6633.27	22.84	39.77
6727.27	23.12	39.98
6821.27	23.12	40.01
6915.27	23.29	39.63
7010.27	23.45	39.32
7104.27	23.2	39.36
7198.27	22.53	39.44
7292.27	21.55	39.43
7386.26	20.23	39.41
7480.24	18.25	39.5
7574.21	15.87	39.08
7668.19	14.48	38.35
7762.19	13.92	37.91
7856.18	13.11	37.11
7950.16	11.93	35.54
8044.15	11.28	33.98
8136.14	11.96	33.23
8228.13	13.42	33.05
8320.12	15.3	33.25
8412.08	17.73	33.69
8503.04	20.42	34.25
8593.02	22.17	34.78
8684.02	22.78	35
8776.02	23.42	34.68
8867.01	24.84	34.03
8960.99	26.48	33.58
9055.99	27.53	33.87
9149.98	27.89	35.27
9243.94	26.77	37.43
9337.87	23.98	39.99
9369.83	22.72	41.03
9400.78	21.43	42.13
9431.72	20.13	43.63
9463.57	18.53	46.17
9494.3	16.55	49.77
9524.88	14.08	54.2
9556.37	10.88	58.89
9586.8	7.07	63.43
9617.01	2.47	68.6
9647.87	-3.13	74.94
9677.48	-9.14	81.89
9707.83	-15.62	89.69
9736.99	-22.27	97.84
9765.79	-29.5	106.76
9795.03	-37.61	116.89
9822.93	-46.14	127.38
9850.45	-55.08	138.51
9878.36	-64.76	150.8
9904.84	-74.61	163.55
9931.56	-85.37	177.49
9956.86	-96.4	191.61
9981.59	-107.86	206.37
10006.44	-120.02	222.46
10029.81	-132.11	238.84
10052.57	-144.68	255.72
10075.5	-158.27	273.42
10097.25	-171.99	290.74
10119.08	-186.54	309.06
10139.36	-201.06	327.47
10158.63	-216	346.6
10177.54	-232.03	366.83
10195.28	-247.74	386.82
10212.66	-263.21	407.31
10229.89	-279.25	428.98
10245.57	-295.2	450.44
10259.8	-311.69	472.49
10272.85	-329.11	495.95
10283.94	-346.54	519.06
10294.11	-365.05	543.09
10303.28	-383.28	566.43
10311.76	-401.48	590.05
10319.33	-420.13	614.92
10325.05	-438.56	639.18
10328.89	-457.24	663.61
10331.1	-476.72	688.9
10332.53	-496.04	713.1
10333.92	-515.4	737.27
10335.4	-535.15	762.4
10336.89	-554.37	786.68
10338.44	-573.69	810.88
10340.01	-593.41	836.03
10341.42	-612.49	860.43
10342.55	-632.24	885.58
10343	-651.33	910
10342.98	-670.51	934.35
10342.82	-689.89	958.54
10342.83	-709.67	982.41
10343.31	-730.58	1006.63
10343.94	-751.15	1029.81
10344.39	-772.15	1052.61
10344.72	-794.61	1075.4
10344.96	-816.85	1097
10345.13	-839.1	1118.58
10345.21	-854.13	1133.25
10345.45	-904.45	1183.34
10345.52	-927.16	1205.88
10345.44	-950.37	1227.91
10345.32	-974.18	1249.29
10345.24	-998.59	1269.98
10345.23	-1022.73	1289.42
10345.28	-1048.26	1308.72
10345.51	-1075.12	1327.88
10345.86	-1101.73	1345.65
10346.02	-1128.88	1362.59
10346.08	-1155.68	1378.17
10346.4	-1183.81	1393.42
10347.09	-1212.33	1407.91
10348.04	-1241.37	1421.32
10349.22	-1270.81	1433.8
10350.53	-1300.66	1445.26
10351.74	-1330.91	1455.61
10352.66	-1361.43	1465.17
10353.15	-1392	1474.62
10353.34	-1422.55	1484.14
10353.48	-1453.1	1493.66
10353.46	-1483.59	1503.4
10353.68	-1514.08	1513.1
10354.62	-1544.63	1522.59
10356.22	-1575.15	1532.05
10358.09	-1605.64	1541.6
10359.64	-1636.13	1551.18
10360.59	-1666.59	1560.96
10361.06	-1697.09	1570.62
10361.9	-1787.72	1599.08
10361.11	-1878.99	1628.83
10358.14	-1969.12	1658.71
10354.77	-2060.53	1687.83
10352.1	-2151.34	1715.63
10350.87	-2241.98	1744.02
10350.5	-2333.45	1773.19
10349.89	-2423.97	1801.99
10348.4	-2515.44	1831.1
10347.15	-2606	1859.77
10346.5	-2697.61	1888.47
10346.67	-2787.32	1916.56
10347.31	-2878.86	1945.45
10346.84	-2969.35	1974.39
10346.64	-3060.48	2004.58
10346.81	-3151.16	2036.08
10346.55	-3241.53	2068.47
10346.19	-3332	2100.6
10345.48	-3422.98	2131.22
10344.25	-3514.31	2160.77
10344.2	-3605.14	2191.83
10345.46	-3695.61	2223.91
10346.67	-3786.23	2255.59
10347.62	-3875.91	2286.92
10347.34	-3966.65	2318.25
10346.04	-4058.11	2350.55
10343.31	-4148.14	2383.76
10339.16	-4237.97	2417.36
10334.97	-4327.66	2451.34
10330.59	-4417.27	2485.51
10325.88	-4505.83	2519.55
10321.81	-4595.38	2553.9
10319.01	-4685.63	2586.51

Y	X	Z
25	0	0
217.57	0.39	0.24
248.71	0.57	0.45
342.08	1.04	1.68
435.48	1.15	2.9
528.82	0.68	4.17
622.16	-0.35	6.32
715.44	-1.77	9.58
808.78	-2.87	12.94
902.06	-3.16	16.19
995.33	-3.31	20.71
1088.6	-3.93	24.7
1181.91	-5.06	27.13
1275.24	-7.15	29.84
1368.6	-9.37	31.41
1462	-10.6	30.89
1555.3	-11.74	29.41
1648.65	-12.9	27.42
1741.93	-13.92	25.41
1835.17	-14.78	23.35
1928.43	-15.37	20.42
2022.6	-15.9	18.14
2116.99	-16.9	17.59
2211.04	-18.28	16.91
2333.18	-19.8	14.53
2396.15	-20.62	12.9
2490.12	-22.87	11.89
2584.07	-25.95	12.54
2678.01	-29.16	13.34
2771.94	-32.84	14.01
2865.87	-35.98	15.57
2959.81	-38.04	18.02
3053.77	-39.81	20.41
3147.73	-41.54	22.65
3241.69	-43.31	24.62
3335.66	-45.11	26.31
3429.63	-47.04	27.88
3523.6	-48.86	29.18
3617.59	-50.35	30.04
3711.58	-51.65	30.75
3805.57	-52.85	31.25
3899.57	-53.62	31.53
3993.57	-53.87	31.74
4087.57	-53.83	31.88
4182.57	-53.64	32.13
4276.57	-53.34	32.37
4370.57	-52.91	32.51
4464.57	-52.36	32.65
4559.56	-51.52	33.06
4653.56	-50.54	33.6
4747.55	-49.49	34.41
4842.54	-48.78	35.94
4936.53	-48.93	37.32
5030.52	-49.56	38.17
5124.52	-49.6	39.05
5218.5	-48.41	40.16
5313.48	-46.71	41.46
5407.46	-45.17	43.11
5502.43	-44.08	44.95
5596.42	-43.37	46.65
5690.4	-42.81	47.98
5785.4	-42.26	49.12
5879.39	-41.79	50.26
5974.39	-41.42	51.19
6069.38	-40.94	52.02
6163.38	-40.52	52.74
6257.38	-40.08	53.46
6352.37	-39.25	54.06
6446.36	-37.94	54.41
6541.34	-35.94	54.56
6635.31	-33.44	54.78
6729.28	-30.9	55.29
6823.24	-28.58	56.19
6917.22	-26.89	57.5
7012.2	-25.58	58.92
7107.17	-24.32	60.91
7201.14	-23.3	63.26
7295.12	-22.35	65.23
7389.09	-21.28	67.16
7483.06	-20.24	69.23
7577.04	-19.39	71.22
7671.01	-18.67	73.52
7765.98	-17.98	76.04
7859.95	-17.38	77.96
7954.94	-16.94	79.38
8048.93	-16.53	80.86
8143.92	-16.22	82.38
8237.92	-15.79	83.4
8331.91	-14.99	84.49
8426.89	-14.14	85.93
8520.88	-13.63	87.3
8615.87	-13.49	88.7
8709.86	-13.63	90.02
8803.86	-14.07	91.19
8897.85	-14.55	92.2
8992.85	-14.91	93.17
9086.84	-15.15	94.09
9180.84	-15.35	94.91
9275.84	-15.56	95.7
9369.84	-15.68	96.38
9464.83	-15.81	97.24
9489.83	-15.84	97.53
9524.83	-15.93	97.86
9556.83	-16.32	98.36
9587.78	-17.42	99.56
9619.61	-19.76	101.78
9650.27	-23.16	104.82
9681.71	-27.67	108.77
9711.92	-32.96	113.24
9741.94	-39.18	117.81
9771.8	-46.44	121.92
9802.39	-54.71	126.35
9831.78	-63.31	131.21
9861.83	-72.79	136.77
9890.55	-82.71	142.91
9919.91	-93.46	149.69
9948.1	-104.14	156.91
9975.68	-115.57	165.28
10002.81	-127.58	174.25
10030.64	-140.34	183.55
10057.08	-153.56	192.89
10082.72	-167.79	202.93
10108.31	-183.78	213.56
10132.11	-200.39	224.44
10155.22	-217.47	236.08
10177.91	-235.05	247.79
10200.53	-253.95	260.24
10221.85	-272.61	272.82
10242.65	-291.46	285.96
10263.09	-311.63	300.09
10282.19	-331.71	313.97
10301.76	-352.69	328.15
10320.09	-373.5	341.98
10337.07	-395.32	356
10353	-418.84	370.72
10367.2	-442.16	385.4
10380.86	-466.74	400.68
10393.34	-491.14	415.16
10405.49	-515.93	429.25
10417.94	-541.45	444.01
10430.02	-566.1	458.42
10441.53	-590.99	472.88
10452.02	-617.24	487.85
10460.94	-643.05	502.54
10468.86	-670.04	517.78
10475.47	-696.51	532.51
10481.85	-723.91	547.75
10487.84	-750.35	562.78
10493.49	-776.7	578.1
10498.29	-804.17	593.8
10500.98	-829.29	608.02
10502.27	-859.59	625.49
10502.54	-886.25	641.31
10502.57	-913.82	657.56
10502.62	-940.85	672.73
10502.39	-969.08	687.79
10501.75	-996.71	701.84
10500.84	-1025.52	715.72
10499.69	-1053.74	728.5
10498.46	-1083.16	741.03
10497.6	-1112.04	752.27
10497.2	-1142.23	762.87
10497.16	-1171.75	772.33
10497.21	-1201.61	780.63
10497.07	-1230.85	787.34
10496.65	-1261.23	793.52
10496.4	-1290.73	798.95
10496.91	-1321.39	803.51
10498	-1351.12	807.38
10499.15	-1381.87	811.1
10499.99	-1411.66	814.57
10500.39	-1442.43	818.31
10500.47	-1472.24	821.7
10500.57	-1503.02	825.33
10500.73	-1532.79	829.07
10500.93	-1562.58	832.55
10501.06	-1593.38	836.12
10501.06	-1623.2	839.35
10501	-1654.05	842.44
10500.97	-1683.91	845.28
10500.99	-1713.83	847.5
10500.95	-1743.78	849.18
10500.81	-1773.74	850.79
10500.76	-1803.7	852.47
10500.94	-1834.66	853.86
10501.1	-1864.65	854.84
10501.1	-1895.64	855.63
10500.64	-1985.61	858
10499.65	-2077.58	859.92
10499.75	-2168.57	861.23
10499.43	-2259.56	862.36
10498.97	-2350.54	861.36
10501.77	-2442.47	859.19
10505.97	-2532.35	857.46
10508.08	-2624.3	855.14
10507.34	-2715.25	852.4
10506.53	-2807.19	849.23
10505.96	-2898.14	846.13
10505.28	-2992.1	843.55
10504.72	-3086.07	841.19
10505.02	-3181.05	839.23
10506.36	-3275.03	837.67
10506.82	-3370	835.73
10506.4	-3463.99	834.02
10506.63	-3557.98	833.03
10507.01	-3652.98	831.92
10506.68	-3746.97	830.62
10506.48	-3841.97	830.18
10505.19	-3935.96	830.26
10503.58	-4030.94	830.66
10503.89	-4124.92	832.23
10504.87	-4218.87	835.27
10505.84	-4313.75	840.01
10506.45	-4407.6	845.15
10506.32	-4502.45	850.56
10506.35	-4596.26	856.52
10506.75	-4690.1	862
10507.24	-4784.97	866.96
10505.89	-4878.86	871.18
10503.52	-4973.78	874.42
10502.86	-5067.73	877.22
10502.5	-5162.71	879.4
10502.48	-5256.67	881.86
10503.36	-5350.6	885.52
10503.98	-5445.5	889.95
10503.9	-5539.4	894.23
10503.03	-5634.32	897.97
10502.25	-5728.27	901
10500.66	-5823.22	903.6
10499.1	-5917.19	905.37
10498.94	-6012.19	905.22
10498.5	-6106.18	904.17
10498.25	-6177.18	903.47
10497.66	-6272.17	902.46
10498.92	-6366.14	901.4
10503.03	-6461.05	900.64
10505.04	-6555.01	899.31
10504.12	-6648.99	897.43
10502.21	-6743.96	896.18
10500.5	-6837.94	895.07
10498.66	-6932.92	894.37
10497.68	-7026.91	895.41
10497.99	-7121.89	897.43
10497.58	-7215.88	898.25
10496.04	-7309.87	898.35
10493.65	-7404.84	898.99
10491.33	-7498.81	899.43
10491.9	-7592.79	898.57
10495.21	-7687.72	897.15
10496.57	-7781.68	895.13
10495.08	-7876.61	891.78
10493.41	-7970.54	888.59
10490.81	-8064.43	884.9
10488.47	-8159.31	880.75
10487.06	-8254.22	876.87
10485	-8348.13	873.27
10483.52	-8443.08	870.59
10482.18	-8537.05	868.89
10481.34	-8632.04	867.5
10481.11	-8727.03	866.24
10480.16	-8821.03	866.08
10478.22	-8916	867.01
10478.64	-9009.98	866.55
10480.5	-9104.95	865.37
10481.48	-9198.94	866.16
10481.33	-9293.93	867.18
10479.79	-9387.91	867.91
10479.05	-9481.91	867.95
10477.02	-9576.88	867.33
10475.24	-9670.86	867.69
10473.68	-9765.83	869.21
10472.27	-9859.8	871.02
10474.35	-9951.76	872.37
10476.93	-10043.71	873.91
10476.39	-10135.68	876.01
10473.89	-10226.6	878.71
10471.03	-10319.5	881.97
10469.14	-10412.4	885.82
10468.35	-10504.3	890.13
10467.29	-10596.15	895.33
10467.26	-10598.14	895.45

Y	X	Z
25	0	0
217	-1.05	-0.2
248	-1.36	-0.21
342	-2.36	-0.38
434.99	-3.45	-0.87
527.98	-4.83	-1.4
621.96	-6.75	-1.96
714.94	-8.68	-2.66
808.91	-10.67	-3.64
901.88	-12.87	-4.88
994.84	-15.04	-6.17
1088.81	-17.18	-7.67
1181.78	-19.19	-9.07
1274.75	-21.03	-10.4
1368.72	-22.84	-11.91
1461.7	-24.57	-13.25
1555.68	-26.18	-14.62
1648.65	-27.8	-16.29
1741.62	-29.43	-18.12
1835.59	-30.99	-19.92
1928.58	-32.05	-20.15
2022.56	-32.64	-18.41
2116.54	-33.17	-16.3
2210.52	-33.3	-14.28
2225.51	-33.31	-13.95
2301.49	-33.47	-12.05
2395.48	-34.1	-10.87
2489.44	-36.35	-12.18
2583.34	-39.83	-14.86
2677.23	-43.29	-17.76
2771.13	-46.62	-20.62
2865.03	-50	-23.34
2958.92	-53.54	-26.01
3052.82	-56.95	-28.85
3146.72	-60.13	-31.86
3240.61	-63.6	-34.89
3334.49	-67.39	-37.8
3428.38	-71	-40.62
3522.28	-74.25	-43.33
3616.19	-77.46	-45.88
3710.11	-80.49	-48.35
3804.04	-83.14	-50.81
3897.98	-85.53	-53.33
3991.93	-87.6	-55.7
4085.89	-89.55	-57.84
4180.85	-91.32	-59.87
4274.82	-92.8	-61.8
4368.76	-95.43	-63.75
4462.67	-99.04	-65.76
4557.61	-101.82	-67.62
4651.58	-103.58	-69.29
4745.52	-106.15	-71.44
4840.41	-109.96	-74.1
4934.31	-113.41	-76.66
5028.23	-116.35	-79.09
5122.18	-118.81	-81.11
5216.14	-120.9	-82.73
5311.11	-122.79	-84.43
5405.08	-124.53	-85.98
5500.06	-126.22	-87.2
5594	-128.96	-89.22
5687.86	-132.9	-92.38
5782.72	-136.8	-95.85
5876.6	-140.1	-99.33
5971.5	-142.72	-102.72
6066.44	-144.82	-105.68
6160.4	-146.28	-107.82
6254.37	-148.09	-109.5
6349.28	-151.66	-111.49
6443.12	-156.55	-113.88
6537.93	-161.92	-116.5
6631.76	-167.04	-119.22
6725.57	-172.1	-122.27
6819.35	-177.54	-125.67
6913.16	-182.58	-128.96
7008	-187.38	-131.88
7102.85	-191.87	-134.69
7196.72	-195.79	-137.54
7290.64	-198.85	-139.91
7384.61	-200.85	-141.4
7478.56	-203.43	-142.91
7572.49	-206.67	-144.9
7666.43	-209.32	-146.94
7761.36	-211.94	-149.39
7855.28	-214.88	-152.22
7950.21	-217.42	-154.56
8044.18	-219.25	-156.27
8139.17	-220.05	-157.67
8233.16	-220.36	-158.87
8327.14	-221.38	-160.34
8421.11	-223.07	-162.32
8516.06	-225.15	-164.66
8610.01	-227.08	-167.17
8703.97	-228.55	-169.43
8797.94	-229.86	-171.28
8892.92	-230.94	-172.9
8986.9	-231.87	-174.55
9080.89	-232.9	-175.89
9174.87	-234.14	-177.08
9269.85	-235.45	-178.87
9364.83	-236.64	-180.65
9458.81	-237.49	-182.22
9514.8	-237.81	-183.2
9522.8	-237.85	-183.35
9553.8	-238.07	-183.91
9584.79	-238.66	-184.37
9616.77	-239.7	-184.77
9647.75	-240.56	-185.16
9679.73	-241.66	-185.39
9710.64	-244	-185.39
9741.37	-248.06	-185.13
9772.8	-254.04	-184.79
9802.95	-261.23	-185.08
9832.92	-269.06	-186.3
9863.74	-277.49	-187.93
9893.41	-286.34	-189.48
9923.64	-296.7	-191.16
9952.36	-308.22	-192.87
9980.63	-320.86	-194.39
10009.57	-334.44	-195.89
10037.33	-348.16	-197.34
10064.75	-362.55	-198.69
10092.66	-378.16	-199.88
10119.25	-394.08	-200.72
10145.33	-410.82	-201.23
10170.87	-428.38	-201.53
10196.61	-447.39	-201.92
10220.75	-466.83	-202.52
10243.95	-487.36	-203.39
10266.07	-509.05	-204.55
10287.68	-532.61	-205.9
10307.33	-556.54	-207.19
10326.13	-582.41	-208.4
10343.31	-608.2	-209.23
10360.79	-634.99	-209.9
10377.81	-660.89	-210.58
10394.68	-686.89	-211.21
10411.25	-714.26	-211.97
10425.72	-741.65	-212.87
10438.6	-769.83	-213.69
10450.6	-799.49	-214.44
10461.28	-828.58	-215.28
10470.69	-858.08	-216.49
10478.91	-888.96	-218.15
10485.85	-919.11	-220.08
10492.39	-950.36	-222.26
10497.85	-980.8	-224.37
10502.2	-1012.42	-226.71
10505.17	-1043.18	-229.14
10506.8	-1074.03	-231.63
10507.15	-1090.97	-233.07
10507.47	-1174.72	-239.43
10507.38	-1206.65	-241.67
10506.89	-1300.39	-248.58
10507.76	-1394.18	-254.71
10509.8	-1489.02	-259.87
10509.71	-1579.9	-264.41
10508.2	-1671.81	-268.39
10507.39	-1762.75	-271.44
10507.34	-1854.72	-273.85
10507.91	-1945.71	-275.06
10506.98	-2036.7	-274.8
10504.46	-2126.66	-274.08
10504.14	-2217.65	-273.7
10503.75	-2308.65	-273.65
10501.67	-2399.62	-273.59
10500.21	-2491.61	-273.59
10499.63	-2582.59	-272.19
10499.85	-2673.57	-270.19
10499.63	-2764.56	-268.56
10500.3	-2855.51	-265.67
10501.44	-2947.44	-262.44
10502.08	-3038.37	-258.95
10502.03	-3130.31	-255.65
10502.44	-3220.25	-252.6
10503.7	-3315.17	-248.85
10505.34	-3410.07	-244.94
10505.03	-3503.96	-240.54
10502.38	-3598.78	-235.37
10501.04	-3692.55	-229
10500.33	-3787.37	-223.29
10497.66	-3882.25	-219.35
10494.27	-3976.15	-216.77
10493.7	-4071.12	-214.47
10493.11	-4165.07	-211.74
10490.81	-4260.02	-209.77
10488.07	-4353.98	-209.55
10486.01	-4448.94	-211.51
10485.78	-4543.89	-214.58
10486.29	-4637.84	-217.44
10485.8	-4732.83	-218.81
10484.86	-4826.82	-219.43
10484.88	-4921.81	-220.92
10485.69	-5015.79	-222.48
10486.21	-5110.78	-223.88
10485.63	-5204.77	-225.16
10484.85	-5299.77	-226.01
10484.75	-5327.77	-226.27
10483.89	-5422.76	-225.81
10481.37	-5516.72	-225.62
10478.49	-5610.66	-227.14
10475.57	-5705.61	-228.26
10472.06	-5799.52	-230.13
10470.76	-5894.43	-233.85
10472.02	-5988.3	-238.76
10475.28	-6082.09	-243.95
10478.31	-6176.9	-249.1
10479.53	-6270.8	-253.16
10479.55	-6365.73	-256.81
10478.67	-6459.61	-261.47
10479.35	-6554.5	-266.01
10480.06	-6648.42	-269.67
10478.72	-6742.37	-272.45
10476.53	-6837.33	-274.05
10475.25	-6931.32	-275.06
10472.98	-7026.28	-275.74
10469.15	-7120.18	-277.76
10467.4	-7214.11	-280.78
10467.27	-7309.09	-282.59
10467.31	-7403.09	-283.19
10467.24	-7498.09	-282.44
10466.99	-7592.07	-280.57
10466.91	-7687.06	-279.66
10465.98	-7781.04	-281.27
10464.82	-7876.01	-283.5
10463.49	-7969.98	-285.38
10462.53	-8063.97	-286.32
10461.78	-8158.96	-285.02
10460.89	-8252.93	-282.8
10459	-8347.9	-282.48
10457.36	-8441.86	-284.35
10458.27	-8536.84	-285.82
10458.28	-8630.82	-287.57
10456.73	-8724.77	-290.29
10455.22	-8819.74	-292.04
10454.45	-8913.74	-292.36
10454.19	-9008.74	-292.69
10454.29	-9102.74	-292.91
10453.06	-9196.72	-291.8
10450.4	-9291.67	-291.82
10448.42	-9385.62	-294.19
10446.22	-9480.56	-296.85
10445.85	-9574.54	-298.42
10446.59	-9668.51	-300.44
10445.82	-9763.46	-303.58
10444.73	-9857.42	-306.07
10443.02	-9952.38	-307.92
10441.77	-10046.37	-308.77
10441.9	-10140.37	-308.52
10441.54	-10235.37	-308.1
10440.62	-10330.36	-307.46
10439.87	-10424.35	-306.22
10439.31	-10519.33	-304.09
10438.68	-10617.29	-301.56
10438.3	-10650.28	-300.58

Y	X	Z
145	-0.25	-0.74
220	-0.34	-1.7
326.99	-0.21	-3.34
417.98	0.14	-4.43
512.97	0.81	-5.39
605.97	1.56	-6.24
696.96	2.42	-6.95
787.95	3.34	-7.81
879.94	4.23	-8.94
970.93	5.23	-10.28
1062.91	6.35	-11.65
1154.9	7.41	-12.3
1244.9	8.13	-12.55
1338.9	8.63	-12.92
1429.9	8.98	-13.21
1523.9	9.26	-13.48
1619.9	9.58	-13.62
1713.9	9.76	-13.64
1806.9	9.92	-13.48
1900.9	10.32	-13.59
1994.9	10.57	-13.21
2087.9	10.53	-13.29
2181.89	10.41	-14.91
2274.87	9.97	-16.89
2368.83	8.53	-19.02
2466.79	6.25	-20.73
2507.78	5.25	-21.2
2645.72	1.54	-22.87
2739.69	-0.15	-24.13
2833.69	-0.84	-25.23
2927.68	-1.54	-25.9
3020.68	-1.95	-26.17
3113.68	-2.07	-26.16
3207.68	-2.2	-25.95
3300.68	-2.4	-25.34
3393.68	-2.63	-24.31
3488.67	-2.69	-23.08
3581.66	-2.72	-21.86
3674.66	-2.81	-20.9
3768.65	-2.62	-19.6
3862.64	-2.18	-17.86
3956.62	-1.44	-16.23
4049.61	-0.53	-14.99
4143.6	0.26	-14.05
4237.6	0.98	-13.39
4330.59	1.56	-12.96
4424.59	2.02	-12.83
4519.59	2.53	-13.12
4614.59	2.88	-13.62
4708.59	3.11	-13.94
4801.59	3.6	-13.71
4894.59	3.8	-13.38
4989.59	3.16	-13.25
5082.59	2.11	-13.2
5176.58	1.15	-13.05
5270.58	0.13	-12.73
5364.57	-1.24	-12.59
5458.56	-2.86	-12.78
5553.54	-4.59	-12.83
5648.53	-5.9	-12.42
5742.53	-6.67	-11.71
5835.52	-7.13	-11.15
5928.53	-7.29	-10.92
6022.53	-7.17	-10.44
6115.52	-6.9	-9.51
6209.51	-6.66	-8.31
6302.5	-6.33	-6.81
6396.49	-5.76	-5.19
6489.47	-4.93	-3.52
6582.45	-3.91	-1.77
6678.43	-2.91	-0.12
6770.41	-2.29	1.59
6864.4	-1.85	3.42
6958.38	-1.12	5.06
7051.37	-0.06	6.24
7145.36	0.81	7.08
7239.36	1.13	7.98
7332.35	1.24	8.95
7426.35	1.41	10.09
7520.34	1.58	11.39
7614.33	1.73	12.61
7708.32	1.97	13.9
7801.31	2.03	15.34
7894.31	1.85	16.54
7988.3	1.5	17.23
8082.3	1.09	17.45
8176.3	0.45	17.32
8270.3	-0.39	16.85
8365.3	-0.94	16.24
8459.29	-1.61	15.66
8553.29	-2.57	15.22
8647.29	-3.37	15.09
8740.28	-4.24	14.93
8833.28	-5.33	14.93
8927.27	-6.45	15
9021.27	-7.34	14.9
9115.27	-8.15	14.79
9209.26	-8.86	14.61
9302.26	-9.33	14.58
9396.26	-10	14.41
9491.26	-10.73	14.01
9585.26	-11.34	13.93
9679.26	-11.88	13.77
9772.26	-12.4	13.39
9866.26	-12.69	13.25
9959.26	-12.54	13.43
9991.26	-12.46	13.48
10027.26	-12.34	13.46
10059.25	-11.96	12.83
10090.12	-10.91	10.35
10120.64	-8.75	5.42
10150.73	-5.34	-1.23
10180.42	-1.14	-9.05
10210.53	3.57	-18.81
10238.99	8.82	-29.91
10267.47	15.42	-42.91
10294.01	23.13	-56.94
10319.44	32.28	-72.1
10344.38	43.46	-88.73
10367.05	55.86	-105.84
10388.6	70.2	-124.64
10407.34	85.8	-143.77
10423.99	103.23	-163.24
10438.91	122.57	-182.33
10452.2	143.64	-200.76
10464.14	166.77	-219.35
10473.97	190.27	-237.02
10481.63	214.93	-254.15
10486.37	240.68	-270.71
10489.62	304.23	-306.36
10489.16	331.85	-320.43
10488.25	416.11	-364.3
10488.5	500.6	-407.72
10489.64	585.54	-447.96
10491.8	672.99	-484.99
